Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_BP_DIRECT	GO:0043407~negative regulation of MAP kinase activity	2	4.255319149	0.060291064	"DUSP1, APOE"	46	41	29712	31.507953340402967	0.9999999999999666	0.6982546459975671	0.688439822	
GOTERM_BP_DIRECT	GO:0019216~regulation of lipid metabolic process	2	4.255319149	0.064560305	"HNF4A, ANGPTL4"	46	44	29712	29.359683794466402	0.9999999999999966	0.7307052741402671	0.7204343164716287	
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	2	4.255319149	0.067395924	"KRT19, KRT8"	46	46	29712	28.083175803402646	0.9999999999999992	0.7458482279235058	0.735364417	
REACTOME_PATHWAY	R-MMU-5686938~Regulation of TLR by endogenous ligand	2	4.255319149	0.067948365	"FGB, APOB"	32	21	9277	27.610119047619047	0.9999720387926998	0.4076901901820616	0.37235704	
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	3	6.382978723404255	0.07060693	"NDNF, ANGPTL4, RAMP1"	46	288	29712	6.728260869565218	0.9999999999999999	0.7643967642661483	0.7536522314350982	
GOTERM_MF_DIRECT	GO:0005504~fatty acid binding	2	4.255319149	0.070620302	"HNF4A, RBP1"	46	47	28924	26.756706753006476	0.9999963605648977	0.5250465940313758	0.49127166692994223	
REACTOME_PATHWAY	R-MMU-5423646~Aflatoxin activation and detoxification	2	4.255319149	0.074181462	"MGST2, DPEP1"	32	23	9277	25.209239130434785	0.9999897114296403	0.42796997150625177	0.3908792406423766	
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	2	4.255319149	0.077254559	"KRT18, KRT8"	46	53	29712	24.37407711	1	0.8185695796217634	0.8070635815146302	
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	2	4.255319149	0.080052545	"MGST2, APOE"	46	55	29712	23.487747035573122	1	0.8305451583344289	0.8188708287996076	
KEGG_PATHWAY	mmu05417:Lipid and atherosclerosis	3	6.382978723404255	0.081151305	"APOA1, CALML4, APOB"	22	217	9565	6.0106828655215745	0.9997889427455483	0.7530944537961819	0.745563509	
GOTERM_BP_DIRECT	GO:0097191~extrinsic apoptotic signaling pathway	2	4.255319149	0.082842236	"KRT18, KRT8"	46	57	29712	22.663615560640732	1	0.8419476214133508	0.8301130162930828	
KEGG_PATHWAY	mmu04216:Ferroptosis	2	4.255319149	0.086346434	"ACSL1, GSS"	22	41	9565	21.208425720620845	0.9998802831246382	0.7530944537961819	0.745563509	
KEGG_PATHWAY	mmu05207:Chemical carcinogenesis - receptor activation	3	6.382978723404255	0.088337907	"GSTA4, EPHX2, MGST2"	22	228	9565	5.720693779904305	0.9999037524423499	0.7530944537961819	0.745563509	
GOTERM_BP_DIRECT	GO:0031397~negative regulation of protein ubiquitination	2	4.255319149	0.088396824	"BEX4, BEX1"	46	61	29712	21.177476835352817	1	0.8804323699067076	0.8680568145064125	
KEGG_PATHWAY	mmu05208:Chemical carcinogenesis - reactive oxygen species	3	6.382978723404255	0.089000791	"GSTA4, EPHX2, MGST2"	22	229	9565	5.695712584358872	0.9999105047499052	0.7530944537961819	0.745563509	
KEGG_PATHWAY	mmu04975:Fat digestion and absorption	2	4.255319149	0.090371334	"APOA1, APOB"	22	43	9565	20.221987315010573	0.9999230136372668	0.7530944537961819	0.745563509	
GOTERM_BP_DIRECT	GO:0032526~response to retinoic acid	2	4.255319149	0.092541166	"IGFBP2, RBP1"	46	64	29712	20.184782608695652	1	0.9036372722225943	0.8909355434965738	
GOTERM_CC_DIRECT	GO:0062023~collagen-containing extracellular matrix	3	6.382978723404255	0.092985917	"FGB, S100A13, ANGPTL4"	47	331	29722	5.731567782991578	0.9999969109571304	0.4079055725078437	0.35456407456451033	
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	10	21.27659574468085	0.094132055	"PLAC8, BEX4, FOXA1, HNF4A, RBP1, KRT8, S100A13, PIR, DPEP1, 2200002D01RIK"	47	3572	29722	1.7703890781730243	0.9999973791875169	0.4079055725078437	0.35456407456451033	
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	2	4.255319149	0.095293821	"ACTA1, IGFBP2"	46	66	29712	19.573122529644266	1	0.9083058114261483	0.895538461	
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	2	4.255319149	0.096667084	"FGB, S100A16"	46	67	29712	19.280986372485398	1	0.9083058114261483	0.895538461	
